"Census State","Census County","Metro/Micro Area","Census Region"
"NY","Bronx",,"Northeast"
"NY","Bronx County","New York-Newark-Jersey City, NY-NJ","Northeast"
"NY","Broome County","Binghamton, NY","Northeast"
"NY","Cattaraugus County","Olean, NY","Northeast"
"NY","Cayuga County","Auburn, NY","Northeast"
"NY","Chautauqua County","Jamestown-Dunkirk, NY","Northeast"
"NY","Chemung County","Elmira, NY","Northeast"
"NY","Chenango County",,"Northeast"
"NY","Clinton County","Plattsburgh, NY","Northeast"
"NY","Columbia County","Hudson, NY","Northeast"
"NY","Cortland",,"Northeast"
"NY","Cortland County","Cortland, NY","Northeast"
"NY","Delaware County",,"Northeast"
"NY","Dutchess County","Kiryas Joel-Poughkeepsie-Newburgh, NY","Northeast"
"NY","Erie County","Buffalo-Cheektowaga, NY","Northeast"
"NY","Essex County",,"Northeast"
"NY","Franklin County",,"Northeast"
"NY","Fulton County","Gloversville, NY","Northeast"
"NY","Genesee County","Batavia, NY","Northeast"
"NY","Greene",,"Northeast"
"NY","Greene County",,"Northeast"
"NY","Hamilton County",,"Northeast"
"NY","Herkimer",,"Northeast"
"NY","Herkimer County","Utica-Rome, NY","Northeast"
"NY","Jefferson County","Watertown-Fort Drum, NY","Northeast"
"NY","Kings County","New York-Newark-Jersey City, NY-NJ","Northeast"
"NY","Lewis County",,"Northeast"
"NY","Livingston County","Rochester, NY","Northeast"
"NY","Madison County","Syracuse, NY","Northeast"
"NY","Monroe County","Rochester, NY","Northeast"
"NY","Montgomery County","Amsterdam, NY","Northeast"
"NY","Nassau County","New York-Newark-Jersey City, NY-NJ","Northeast"
"NY","New York",,"Northeast"
"NY","New York County","New York-Newark-Jersey City, NY-NJ","Northeast"
"NY","Niagara",,"Northeast"
"NY","Niagara County","Buffalo-Cheektowaga, NY","Northeast"
"NY","Oneida",,"Northeast"
"NY","Oneida County","Utica-Rome, NY","Northeast"
"NY","Onondaga County","Syracuse, NY","Northeast"
"NY","Ontario",,"Northeast"
"NY","Ontario County","Rochester, NY","Northeast"
"NY","Orange",,"Northeast"
"NY","Orange County","Kiryas Joel-Poughkeepsie-Newburgh, NY","Northeast"
"NY","Orleans County","Rochester, NY","Northeast"
"NY","Oswego County","Syracuse, NY","Northeast"
"NY","Otsego County","Oneonta, NY","Northeast"
"NY","Putnam County","New York-Newark-Jersey City, NY-NJ","Northeast"
"NY","Queens",,"Northeast"
"NY","Queens County","New York-Newark-Jersey City, NY-NJ","Northeast"
"NY","Rensselaer",,"Northeast"
"NY","Rensselaer County","Albany-Schenectady-Troy, NY","Northeast"
"NY","Richmond",,"Northeast"
"NY","Richmond County","New York-Newark-Jersey City, NY-NJ","Northeast"
"NY","Rockland County","New York-Newark-Jersey City, NY-NJ","Northeast"
"NY","Saratoga County","Albany-Schenectady-Troy, NY","Northeast"
"NY","Schenectady",,"Northeast"
"NY","Schenectady County","Albany-Schenectady-Troy, NY","Northeast"
"NY","Schoharie",,"Northeast"
"NY","Schoharie County","Albany-Schenectady-Troy, NY","Northeast"
"NY","Schuyler County",,"Northeast"
"NY","Seneca",,"Northeast"
"NY","Seneca County","Seneca Falls, NY","Northeast"
"NY","St. Lawrence County","Massena-Ogdensburg, NY","Northeast"
"NY","Steuben County","Corning, NY","Northeast"
"NY","Suffolk",,"Northeast"
"NY","Suffolk County","New York-Newark-Jersey City, NY-NJ","Northeast"
"NY","Sullivan County","Monticello, NY","Northeast"
"NY","Tioga County","Binghamton, NY","Northeast"
"NY","Tompkins County","Ithaca, NY","Northeast"
"NY","Ulster",,"Northeast"
"NY","Ulster County","Kingston, NY","Northeast"
"NY","Warren County","Glens Falls, NY","Northeast"
"NY","Washington County","Glens Falls, NY","Northeast"
"NY","Wayne County","Rochester, NY","Northeast"
"NY","Westchester",,"Northeast"
"NY","Westchester County","New York-Newark-Jersey City, NY-NJ","Northeast"
"NY","Wyoming County",,"Northeast"
"NY","Yates County",,"Northeast"
"PA","Adams County","Gettysburg, PA","Northeast"
"PA","Allegheny County","Pittsburgh, PA","Northeast"
"PA","Armstrong County","Pittsburgh, PA","Northeast"
"PA","Beaver County","Pittsburgh, PA","Northeast"
"PA","Bedford",,"Northeast"
"PA","Bedford County",,"Northeast"
"PA","Berks County","Reading, PA","Northeast"
"PA","Blair County","Altoona, PA","Northeast"
"PA","Bradford County","Sayre, PA","Northeast"
"PA","Bucks County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Northeast"
"PA","Butler County","Pittsburgh, PA","Northeast"
"PA","Cambria County","Johnstown, PA","Northeast"
"PA","Cameron County",,"Northeast"
"PA","Carbon County","Allentown-Bethlehem-Easton, PA-NJ","Northeast"
"PA","Centre County","State College, PA","Northeast"
"PA","Chester",,"Northeast"
"PA","Chester County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Northeast"
"PA","Clarion County",,"Northeast"
"PA","Clearfield County","DuBois, PA","Northeast"
"PA","Clinton County","Lock Haven, PA","Northeast"
"PA","Columbia County","Bloomsburg-Berwick, PA","Northeast"
"PA","Crawford County","Meadville, PA","Northeast"
"PA","Cumberland County","Harrisburg-Carlisle, PA","Northeast"
"PA","Dauphin County","Harrisburg-Carlisle, PA","Northeast"
"PA","Delaware",,"Northeast"
"PA","Delaware County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Northeast"
"PA","Elk County","St. Marys, PA","Northeast"
"PA","Erie",,"Northeast"
"PA","Erie County","Erie, PA","Northeast"
"PA","Fayette County","Pittsburgh, PA","Northeast"
"PA","Forest County",,"Northeast"
"PA","Franklin",,"Northeast"
"PA","Franklin County","Chambersburg, PA","Northeast"
"PA","Frederick County",,"Northeast"
"PA","Fulton County",,"Northeast"
"PA","Garrett County",,"Northeast"
"PA","Greene",,"Northeast"
"PA","Greene County",,"Northeast"
"PA","Huntingdon County","Huntingdon, PA","Northeast"
"PA","Indiana County","Indiana, PA","Northeast"
"PA","Jefferson County",,"Northeast"
"PA","Juniata County",,"Northeast"
"PA","Lackawanna County","Scranton--Wilkes-Barre, PA","Northeast"
"PA","Lancaster",,"Northeast"
"PA","Lancaster County","Lancaster, PA","Northeast"
"PA","Lawrence County","Pittsburgh, PA","Northeast"
"PA","Lebanon County","Lebanon, PA","Northeast"
"PA","Lehigh",,"Northeast"
"PA","Lehigh County","Allentown-Bethlehem-Easton, PA-NJ","Northeast"
"PA","Luzerne County","Scranton--Wilkes-Barre, PA","Northeast"
"PA","Lycoming County","Williamsport, PA","Northeast"
"PA","McKean County","Bradford, PA","Northeast"
"PA","Mercer",,"Northeast"
"PA","Mercer County","Hermitage, PA","Northeast"
"PA","Mifflin",,"Northeast"
"PA","Mifflin County","Lewistown, PA","Northeast"
"PA","Monroe County","East Stroudsburg, PA","Northeast"
"PA","Montgomery",,"Northeast"
"PA","Montgomery County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Northeast"
"PA","Montour County","Sunbury, PA","Northeast"
"PA","Northampton",,"Northeast"
"PA","Northampton County","Allentown-Bethlehem-Easton, PA-NJ","Northeast"
"PA","Northumberland County","Sunbury, PA","Northeast"
"PA","Perry County","Harrisburg-Carlisle, PA","Northeast"
"PA","Philadelphia",,"Northeast"
"PA","Philadelphia County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Northeast"
"PA","Pike County","Hemlock Farms, PA","Northeast"
"PA","Potter County",,"Northeast"
"PA","Schuylkill County","Pottsville, PA","Northeast"
"PA","Snyder County","Selinsgrove, PA","Northeast"
"PA","Somerset",,"Northeast"
"PA","Somerset County","Somerset, PA","Northeast"
"PA","Sullivan County",,"Northeast"
"PA","Susquehanna",,"Northeast"
"PA","Susquehanna County",,"Northeast"
"PA","Tioga County",,"Northeast"
"PA","Union County","Lewisburg, PA","Northeast"
"PA","Venango County","Oil City, PA","Northeast"
"PA","Warren",,"Northeast"
"PA","Warren County","Warren, PA","Northeast"
"PA","Washington",,"Northeast"
"PA","Washington County","Pittsburgh, PA","Northeast"
"PA","Wayne County",,"Northeast"
"PA","Westmoreland County","Pittsburgh, PA","Northeast"
"PA","Wyoming County","Scranton--Wilkes-Barre, PA","Northeast"
"PA","York County","York-Hanover, PA","Northeast"
"RI","Bristol County","Providence-Warwick, RI-MA","Northeast"
"RI","Kent County","Providence-Warwick, RI-MA","Northeast"
"RI","Newport County","Providence-Warwick, RI-MA","Northeast"
"RI","Providence",,"Northeast"
"RI","Providence County","Providence-Warwick, RI-MA","Northeast"
"RI","Washington County","Providence-Warwick, RI-MA","Northeast"
"VT","Addison",,"Northeast"
"VT","Addison County",,"Northeast"
"VT","Bennington County","Bennington, VT","Northeast"
"VT","Caledonia County",,"Northeast"
"VT","Chittenden County","Burlington-South Burlington, VT","Northeast"
"VT","Essex County",,"Northeast"
"VT","Franklin County","Burlington-South Burlington, VT","Northeast"
"VT","Grand Isle County","Burlington-South Burlington, VT","Northeast"
"VT","Lamoille County",,"Northeast"
"VT","Orange County","Lebanon-Claremont, NH-VT","Northeast"
"VT","Orleans County",,"Northeast"
"VT","Rutland",,"Northeast"
"VT","Rutland County","Rutland, VT","Northeast"
"VT","Washington County","Barre, VT","Northeast"
"VT","Windham",,"Northeast"
"VT","Windham County","Brattleboro, VT","Northeast"
"VT","Windsor County","Lebanon-Claremont, NH-VT","Northeast"
"AL","Autauga County","Montgomery, AL","South"
"AL","Baldwin County","Daphne-Fairhope-Foley, AL","South"
"AL","Barbour County","Eufaula, AL-GA","South"
"AL","Bibb County","Birmingham, AL","South"
"AL","Blount County","Birmingham, AL","South"
"AL","Bullock County",,"South"
"AL","Butler County",,"South"
"AL","Calhoun County","Anniston-Oxford, AL","South"
"AL","Chambers County","LaGrange, GA-AL","South"
"AL","Cherokee County",,"South"
"AL","Chilton County","Birmingham, AL","South"
"AL","Choctaw County",,"South"
"AL","Clarke County",,"South"
"AL","Clay County",,"South"
"AL","Cleburne County",,"South"
"AL","Coffee County","Enterprise, AL","South"
"AL","Colbert County","Florence-Muscle Shoals, AL","South"
"AL","Conecuh County",,"South"
"AL","Coosa County","Talladega-Sylacauga, AL","South"
"AL","Covington County",,"South"
"AL","Crenshaw County",,"South"
"AL","Cullman",,"South"
"AL","Cullman County","Cullman, AL","South"
"AL","Dale County","Ozark, AL","South"
"AL","Dallas County","Selma, AL","South"
"AL","DeKalb County","Fort Payne, AL","South"
"AL","Elmore",,"South"
"AL","Elmore County","Montgomery, AL","South"
"AL","Escambia County",,"South"
"AL","Etowah County","Gadsden, AL","South"
"AL","Fayette County",,"South"
"AL","Franklin County","Russellville, AL","South"
"AL","Geneva County","Dothan, AL","South"
"AL","Greene County","Tuscaloosa, AL","South"
"AL","Hale County","Tuscaloosa, AL","South"
"AL","Henry County","Dothan, AL","South"
"AL","Houston County","Dothan, AL","South"
"AL","Jackson County","Scottsboro, AL","South"
"AL","Jefferson County","Birmingham, AL","South"
"AL","Lamar County",,"South"
"AL","Lauderdale County","Florence-Muscle Shoals, AL","South"
"AL","Lawrence County","Decatur, AL","South"
"AL","Lee",,"South"
"AL","Lee County","Auburn-Opelika, AL","South"
"AL","Limestone County","Huntsville, AL","South"
"AL","Lowndes County","Montgomery, AL","South"
"AL","Macon",,"South"
"AL","Macon County","Auburn-Opelika, AL","South"
"AL","Madison",,"South"
"AL","Madison County","Huntsville, AL","South"
"AL","Marengo County",,"South"
"AL","Marion County",,"South"
"AL","Marshall County","Albertville, AL","South"
"AL","Mobile",,"South"
"AL","Mobile County","Mobile, AL","South"
"AL","Monroe County",,"South"
"AL","Montgomery",,"South"
"AL","Montgomery County","Montgomery, AL","South"
"AL","Morgan County","Decatur, AL","South"
"AL","Perry County",,"South"
"AL","Pickens County","Tuscaloosa, AL","South"
"AL","Pike",,"South"
"AL","Pike County","Troy, AL","South"
"AL","Randolph County",,"South"
"AL","Russell County","Columbus, GA-AL","South"
"AL","Shelby County","Birmingham, AL","South"
"AL","St. Clair County","Birmingham, AL","South"
"AL","Sumter County",,"South"
"AL","Talladega",,"South"
"AL","Talladega County","Talladega-Sylacauga, AL","South"
"AL","Tallapoosa County","Alexander City, AL","South"
"AL","Tuscaloosa County","Tuscaloosa, AL","South"
"AL","Walker County","Birmingham, AL","South"
"AL","Washington County",,"South"
"AL","Wilcox County",,"South"
"AL","Winston County",,"South"
"AR","Arkansas County",,"South"
"AR","Ashley County",,"South"
"AR","Baxter County","Mountain Home, AR","South"
"AR","Benton County","Fayetteville-Springdale-Rogers, AR","South"
"AR","Boone County","Harrison, AR","South"
"AR","Bradley County",,"South"
"AR","Calhoun County","Camden, AR","South"
"AR","Carroll",,"South"
"AR","Carroll County",,"South"
"AR","Chicot County",,"South"
"AR","Clark County","Arkadelphia, AR","South"
"AR","Clay County",,"South"
"AR","Cleburne County",,"South"
"AR","Cleveland County","Pine Bluff, AR","South"
"AR","Columbia",,"South"
"AR","Columbia County","Magnolia, AR","South"
"AR","Conway County",,"South"
"AR","Craighead County","Jonesboro, AR","South"
"AR","Crawford County","Fort Smith, AR-OK","South"
"AR","Crittenden County","Memphis, TN-MS-AR","South"
"AR","Cross County",,"South"
"AR","Dallas County",,"South"
"AR","Desha County",,"South"
"AR","Drew County",,"South"
"AR","Faulkner County","Little Rock-North Little Rock-Conway, AR","South"
"AR","Franklin County",,"South"
"AR","Fulton County",,"South"
"AR","Garland County","Hot Springs, AR","South"
"AR","Grant",,"South"
"AR","Grant County","Little Rock-North Little Rock-Conway, AR","South"
"AR","Greene",,"South"
"AR","Greene County","Paragould, AR","South"
"AR","Hempstead",,"South"
"AR","Hempstead County",,"South"
"AR","Hot Spring County","Malvern, AR","South"
"AR","Howard County",,"South"
"AR","Independence County","Batesville, AR","South"
"AR","Izard County",,"South"
"AR","Jackson County",,"South"
"AR","Jefferson County","Pine Bluff, AR","South"
"AR","Johnson County",,"South"
"AR","Lafayette County",,"South"
"AR","Lawrence County",,"South"
"AR","Lee County",,"South"
"AR","Lincoln County",,"South"
"AR","Little River County","Texarkana, TX-AR","South"
"AR","Logan County",,"South"
"AR","Lonoke County","Little Rock-North Little Rock-Conway, AR","South"
"AR","Madison County","Fayetteville-Springdale-Rogers, AR","South"
"AR","Marion County",,"South"
"AR","Miller County","Texarkana, TX-AR","South"
"AR","Mississippi County","Blytheville, AR","South"
"AR","Monroe County",,"South"
"AR","Montgomery County",,"South"
"AR","Nevada County",,"South"
"AR","Newton County","Harrison, AR","South"
"AR","Ouachita County","Camden, AR","South"
"AR","Perry County","Little Rock-North Little Rock-Conway, AR","South"
"AR","Phillips County",,"South"
"AR","Pike County",,"South"
"AR","Poinsett County","Jonesboro, AR","South"
"AR","Polk",,"South"
"AR","Polk County",,"South"
"AR","Pope County","Russellville, AR","South"
"AR","Prairie County",,"South"
"AR","Pulaski County","Little Rock-North Little Rock-Conway, AR","South"
"AR","Randolph County",,"South"
"AR","Saline County","Little Rock-North Little Rock-Conway, AR","South"
"AR","Scott County",,"South"
"AR","Searcy County",,"South"
"AR","Sebastian County","Fort Smith, AR-OK","South"
"AR","Sevier County",,"South"
"AR","Sharp County",,"South"
"AR","St. Francis County","Forrest City, AR","South"
"AR","Stone County",,"South"
"AR","Union County","El Dorado, AR","South"
"AR","Van Buren County",,"South"
"AR","Washington County","Fayetteville-Springdale-Rogers, AR","South"
"AR","White County","Searcy, AR","South"
"AR","Woodruff County",,"South"
"AR","Yell County","Russellville, AR","South"
"DC","District of Columbia","Washington-Arlington-Alexandria, DC-VA-MD-WV","South"
"DC","Washington DC",,"South"
"DE","Dorchester County",,"South"
"DE","Kent",,"South"
"DE","Kent County","Dover, DE","South"
"DE","New Castle",,"South"
"DE","New Castle County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","South"
"DE","Sussex County","Seaford, DE","South"
"FL","Alachua",,"South"
"FL","Alachua County","Gainesville, FL","South"
"FL","Baker County","Jacksonville, FL","South"
"FL","Bay County","Panama City-Panama City Beach, FL","South"
"FL","Bradford County",,"South"
"FL","Brevard County","Palm Bay-Melbourne-Titusville, FL","South"
"FL","Broward County","Miami-Fort Lauderdale-West Palm Beach, FL","South"
"FL","Calhoun County",,"South"
"FL","Charlotte",,"South"
"FL","Charlotte County","Punta Gorda, FL","South"
"FL","Citrus County","Homosassa Springs, FL","South"
"FL","Clay County","Jacksonville, FL","South"
"FL","Collier County","Naples-Marco Island, FL","South"
"FL","Columbia County","Lake City, FL","South"
"FL","DeSoto County","Arcadia, FL","South"
"FL","Dixie County",,"South"
"FL","Duval County","Jacksonville, FL","South"
"FL","Escambia County","Pensacola-Ferry Pass-Brent, FL","South"
"FL","Flagler County","Deltona-Daytona Beach-Ormond Beach, FL","South"
"FL","Franklin County",,"South"
"FL","Gadsden County","Tallahassee, FL","South"
"FL","Gilchrist County","Gainesville, FL","South"
"FL","Glades County","Clewiston, FL","South"
"FL","Gulf County",,"South"
"FL","Hamilton County",,"South"
"FL","Hardee County",,"South"
"FL","Hendry County","Clewiston, FL","South"
"FL","Hernando County","Tampa-St. Petersburg-Clearwater, FL","South"
"FL","Highlands County","Sebring, FL","South"
"FL","Hillsborough County","Tampa-St. Petersburg-Clearwater, FL","South"
"FL","Holmes County",,"South"
"FL","Indian River County","Sebastian-Vero Beach-West Vero Corridor, FL","South"
"FL","Jackson County",,"South"
"FL","Jefferson County","Tallahassee, FL","South"
"FL","Lafayette County",,"South"
"FL","Lake",,"South"
"FL","Lake County","Orlando-Kissimmee-Sanford, FL","South"
"FL","Lee County","Cape Coral-Fort Myers, FL","South"
"FL","Leon County","Tallahassee, FL","South"
"FL","Levy County","Gainesville, FL","South"
"FL","Liberty County",,"South"
"FL","Madison County",,"South"
"FL","Manatee County","North Port-Bradenton-Sarasota, FL","South"
"FL","Marion",,"South"
"FL","Marion County","Ocala, FL","South"
"FL","Martin County","Port St. Lucie, FL","South"
"FL","Miami-Dade",,"South"
"FL","Miami-Dade County","Miami-Fort Lauderdale-West Palm Beach, FL","South"
"FL","Monroe County","Key West-Key Largo, FL","South"
"FL","Nassau County","Jacksonville, FL","South"
"FL","Okaloosa County","Crestview-Fort Walton Beach-Destin, FL","South"
"FL","Okeechobee County","Okeechobee, FL","South"
"FL","Orange County","Orlando-Kissimmee-Sanford, FL","South"
"FL","Osceola County","Orlando-Kissimmee-Sanford, FL","South"
"FL","Palm Beach",,"South"
"FL","Palm Beach County","Miami-Fort Lauderdale-West Palm Beach, FL","South"
"FL","Pasco",,"South"
"FL","Pasco County","Tampa-St. Petersburg-Clearwater, FL","South"
"FL","Pinellas",,"South"
"FL","Pinellas County","Tampa-St. Petersburg-Clearwater, FL","South"
"FL","Polk",,"South"
"FL","Polk County","Lakeland-Winter Haven, FL","South"
"FL","Putnam County","Palatka, FL","South"
"FL","Santa Rosa County","Pensacola-Ferry Pass-Brent, FL","South"
"FL","Sarasota",,"South"
"FL","Sarasota County","North Port-Bradenton-Sarasota, FL","South"
"FL","Seminole",,"South"
"FL","Seminole County","Orlando-Kissimmee-Sanford, FL","South"
"FL","St Johns",,"South"
"FL","St Lucie",,"South"
"FL","St. Johns County","Jacksonville, FL","South"
"FL","St. Lucie County","Port St. Lucie, FL","South"
"FL","Sumter County","Wildwood-The Villages, FL","South"
"FL","Suwannee County",,"South"
"FL","Taylor County",,"South"
"FL","Union County",,"South"
"FL","Volusia",,"South"
"FL","Volusia County","Deltona-Daytona Beach-Ormond Beach, FL","South"
"FL","Wakulla County","Tallahassee, FL","South"
"FL","Walton County","Crestview-Fort Walton Beach-Destin, FL","South"
"FL","Washington County","Panama City-Panama City Beach, FL","South"
"GA","Appling County",,"South"
"GA","Atkinson County","Douglas, GA","South"
"GA","Bacon County",,"South"
"GA","Baker County",,"South"
"GA","Baldwin County","Milledgeville, GA","South"
"GA","Banks County",,"South"
"GA","Barrow County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Bartow County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Ben Hill County","Fitzgerald, GA","South"
"GA","Berrien County",,"South"
"GA","Bibb County","Macon-Bibb County, GA","South"
"GA","Bleckley County",,"South"
"GA","Brantley County","Brunswick-St. Simons, GA","South"
"GA","Brooks County","Valdosta, GA","South"
"GA","Bryan County","Savannah, GA","South"
"GA","Bulloch County","Statesboro, GA","South"
"GA","Burke County","Augusta-Richmond County, GA-SC","South"
"GA","Butts County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Calhoun County",,"South"
"GA","Camden County","Kingsland, GA","South"
"GA","Candler County",,"South"
"GA","Carroll County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Catoosa County","Chattanooga, TN-GA","South"
"GA","Charlton County",,"South"
"GA","Chatham County","Savannah, GA","South"
"GA","Chattahoochee County","Columbus, GA-AL","South"
"GA","Chattooga County","Summerville, GA","South"
"GA","Cherokee County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Clarke",,"South"
"GA","Clarke County","Athens-Clarke County, GA","South"
"GA","Clay County",,"South"
"GA","Clayton County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Clinch County",,"South"
"GA","Cobb County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Coffee County","Douglas, GA","South"
"GA","Colquitt County","Moultrie, GA","South"
"GA","Columbia County","Augusta-Richmond County, GA-SC","South"
"GA","Cook County",,"South"
"GA","Coweta County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Crawford County","Macon-Bibb County, GA","South"
"GA","Crisp County","Cordele, GA","South"
"GA","Dade County","Chattanooga, TN-GA","South"
"GA","Dawson County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","DeKalb",,"South"
"GA","DeKalb County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Decatur County","Bainbridge, GA","South"
"GA","Dodge County",,"South"
"GA","Dooly County",,"South"
"GA","Dougherty County","Albany, GA","South"
"GA","Douglas County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Early County",,"South"
"GA","Echols County","Valdosta, GA","South"
"GA","Effingham County","Savannah, GA","South"
"GA","Elbert County",,"South"
"GA","Emanuel County",,"South"
"GA","Evans County","Statesboro, GA","South"
"GA","Fannin County",,"South"
"GA","Fayette County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Floyd County","Rome, GA","South"
"GA","Forsyth County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Franklin",,"South"
"GA","Franklin County",,"South"
"GA","Fulton",,"South"
"GA","Fulton County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Gilmer County",,"South"
"GA","Glascock County",,"South"
"GA","Glynn County","Brunswick-St. Simons, GA","South"
"GA","Gordon County","Calhoun, GA","South"
"GA","Grady County","Thomasville, GA","South"
"GA","Greene County",,"South"
"GA","Gwinnett County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Habersham County","Cornelia, GA","South"
"GA","Hall",,"South"
"GA","Hall County","Gainesville, GA","South"
"GA","Hancock County",,"South"
"GA","Haralson County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Harris County","Columbus, GA-AL","South"
"GA","Hart County",,"South"
"GA","Heard County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Henry County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Houston County","Warner Robins, GA","South"
"GA","Irwin",,"South"
"GA","Irwin County",,"South"
"GA","Jackson County","Jefferson, GA","South"
"GA","Jasper County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Jeff Davis County",,"South"
"GA","Jefferson County",,"South"
"GA","Jenkins County",,"South"
"GA","Johnson County","Dublin, GA","South"
"GA","Jones County","Macon-Bibb County, GA","South"
"GA","Lamar County",,"South"
"GA","Lanier County","Valdosta, GA","South"
"GA","Laurens County","Dublin, GA","South"
"GA","Lee County","Albany, GA","South"
"GA","Liberty",,"South"
"GA","Liberty County","Hinesville, GA","South"
"GA","Lincoln County","Augusta-Richmond County, GA-SC","South"
"GA","Long County","Hinesville, GA","South"
"GA","Lowndes County","Valdosta, GA","South"
"GA","Lumpkin County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Macon County",,"South"
"GA","Madison County","Athens-Clarke County, GA","South"
"GA","Marion County","Columbus, GA-AL","South"
"GA","McDuffie County","Augusta-Richmond County, GA-SC","South"
"GA","McIntosh County","Brunswick-St. Simons, GA","South"
"GA","Meriwether County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Miller County",,"South"
"GA","Mitchell County",,"South"
"GA","Monroe County","Macon-Bibb County, GA","South"
"GA","Montgomery County","Vidalia, GA","South"
"GA","Morgan County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Murray County","Dalton, GA","South"
"GA","Muscogee County","Columbus, GA-AL","South"
"GA","Newton County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Oconee County","Athens-Clarke County, GA","South"
"GA","Oglethorpe County","Athens-Clarke County, GA","South"
"GA","Paulding County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Peach County","Warner Robins, GA","South"
"GA","Pickens County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Pierce County","Waycross, GA","South"
"GA","Pike County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Polk County","Cedartown, GA","South"
"GA","Pulaski County",,"South"
"GA","Putnam County",,"South"
"GA","Quitman County","Eufaula, AL-GA","South"
"GA","Rabun County",,"South"
"GA","Randolph County",,"South"
"GA","Richmond",,"South"
"GA","Richmond County","Augusta-Richmond County, GA-SC","South"
"GA","Rockdale County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Schley County","Americus, GA","South"
"GA","Screven County",,"South"
"GA","Seminole County",,"South"
"GA","Spalding County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Stephens County","Toccoa, GA","South"
"GA","Stewart County","Columbus, GA-AL","South"
"GA","Sumter County","Americus, GA","South"
"GA","Talbot County","Columbus, GA-AL","South"
"GA","Taliaferro County",,"South"
"GA","Tattnall County",,"South"
"GA","Taylor County",,"South"
"GA","Telfair County",,"South"
"GA","Terrell County","Albany, GA","South"
"GA","Thomas County","Thomasville, GA","South"
"GA","Tift County","Tifton, GA","South"
"GA","Toombs County","Vidalia, GA","South"
"GA","Towns County",,"South"
"GA","Treutlen County",,"South"
"GA","Troup County","LaGrange, GA-AL","South"
"GA","Turner County","Tifton, GA","South"
"GA","Twiggs County","Macon-Bibb County, GA","South"
"GA","Union County",,"South"
"GA","Upson County","Thomaston, GA","South"
"GA","Walker County","Chattanooga, TN-GA","South"
"GA","Walton County","Atlanta-Sandy Springs-Roswell, GA","South"
"GA","Ware County","Waycross, GA","South"
"GA","Warren County",,"South"
"GA","Washington County",,"South"
"GA","Wayne County","Jesup, GA","South"
"GA","Webster County",,"South"
"GA","Wheeler County",,"South"
"GA","White County",,"South"
"GA","Whitfield County","Dalton, GA","South"
"GA","Wilcox County",,"South"
"GA","Wilkes County",,"South"
"GA","Wilkinson County",,"South"
"GA","Worth County","Albany, GA","South"
"KY","Adair County",,"South"
"KY","Allen County","Bowling Green, KY","South"
"KY","Anderson County","Frankfort, KY","South"
"KY","Ballard County","Paducah, KY-IL","South"
"KY","Barren County","Glasgow, KY","South"
"KY","Bath County","Mount Sterling, KY","South"
"KY","Bell County","Middlesborough, KY","South"
"KY","Boone",,"South"
"KY","Boone County","Cincinnati, OH-KY-IN","South"
"KY","Bourbon County","Lexington-Fayette, KY","South"
"KY","Boyd County","Huntington-Ashland, WV-KY-OH","South"
"KY","Boyle County","Danville, KY","South"
"KY","Bracken County","Cincinnati, OH-KY-IN","South"
"KY","Breathitt County",,"South"
"KY","Breckinridge County",,"South"
"KY","Bullitt County","Louisville/Jefferson County, KY-IN","South"
"KY","Butler County","Bowling Green, KY","South"
"KY","Caldwell County",,"South"
"KY","Calloway County","Murray, KY","South"
"KY","Campbell County","Cincinnati, OH-KY-IN","South"
