"Census State","Census County","Metro/Micro Area","Census Region"
"CO","Cheyenne County",,"West"
"CO","City and County of Broomfield",,"West"
"CO","City and County of Denver",,"West"
"CO","Clear Creek County","Denver-Aurora-Centennial, CO","West"
"CO","Conejos County","Alamosa, CO","West"
"CO","Costilla County","Alamosa, CO","West"
"CO","Crowley County",,"West"
"CO","Custer County",,"West"
"CO","Delta County",,"West"
"CO","Denver",,"West"
"CO","Denver County","Denver-Aurora-Centennial, CO","West"
"CO","Dolores County",,"West"
"CO","Douglas County","Denver-Aurora-Centennial, CO","West"
"CO","Eagle",,"West"
"CO","Eagle County","Edwards, CO","West"
"CO","El Paso County","Colorado Springs, CO","West"
"CO","Elbert County","Denver-Aurora-Centennial, CO","West"
"CO","Fremont County","Cañon City, CO","West"
"CO","Garfield County","Rifle, CO","West"
"CO","Gilpin County","Denver-Aurora-Centennial, CO","West"
"CO","Grand",,"West"
"CO","Grand County",,"West"
"CO","Gunnison County",,"West"
"CO","Hinsdale County",,"West"
"CO","Huerfano County",,"West"
"CO","Jackson County",,"West"
"CO","Jefferson County","Denver-Aurora-Centennial, CO","West"
"CO","Kiowa County",,"West"
"CO","Kit Carson County",,"West"
"CO","La Plata County","Durango, CO","West"
"CO","Lake County","Breckenridge, CO","West"
"CO","Larimer County","Fort Collins-Loveland, CO","West"
"CO","Las Animas County",,"West"
"CO","Lincoln County",,"West"
"CO","Logan County","Sterling, CO","West"
"CO","Mesa County","Grand Junction, CO","West"
"CO","Mineral County",,"West"
"CO","Moffat County","Steamboat Springs, CO","West"
"CO","Montezuma County",,"West"
"CO","Montrose County","Montrose, CO","West"
"CO","Morgan County","Fort Morgan, CO","West"
"CO","Otero County",,"West"
"CO","Ouray County",,"West"
"CO","Park County","Denver-Aurora-Centennial, CO","West"
"CO","Phillips County",,"West"
"CO","Pitkin County","Rifle, CO","West"
"CO","Prowers County",,"West"
"CO","Pueblo County","Pueblo, CO","West"
"CO","Rio Blanco County",,"West"
"CO","Rio Grande County",,"West"
"CO","Routt County","Steamboat Springs, CO","West"
"CO","Saguache County",,"West"
"CO","San Juan County",,"West"
"CO","San Miguel County",,"West"
"CO","Sedgwick County",,"West"
"CO","Summit County","Breckenridge, CO","West"
"CO","Teller County","Colorado Springs, CO","West"
"CO","Washington County",,"West"
"CO","Weld",,"West"
"CO","Weld County","Greeley, CO","West"
"CO","Yuma County",,"West"
"HI","City and County of Honolulu",,"West"
"HI","Hawaii County","Hilo-Kailua, HI","West"
"HI","Honolulu",,"West"
"HI","Honolulu County","Urban Honolulu, HI","West"
"HI","Kalawao County","Kahului-Wailuku, HI","West"
"HI","Kauai",,"West"
"HI","Kauai County","Kapaa, HI","West"
"HI","Maui",,"West"
"HI","Maui County","Kahului-Wailuku, HI","West"
"ID","Ada County","Boise City, ID","West"
"ID","Adams County",,"West"
"ID","Bannock County","Pocatello, ID","West"
"ID","Bear Lake County",,"West"
"ID","Benewah County",,"West"
"ID","Bingham County","Blackfoot, ID","West"
"ID","Blaine County","Hailey, ID","West"
"ID","Boise County","Boise City, ID","West"
"ID","Bonner",,"West"
"ID","Bonner County","Sandpoint, ID","West"
"ID","Bonneville County","Idaho Falls, ID","West"
"ID","Boundary County",,"West"
"ID","Butte County","Idaho Falls, ID","West"
"ID","Camas County","Hailey, ID","West"
"ID","Canyon County","Boise City, ID","West"
"ID","Caribou County",,"West"
"ID","Cassia County","Burley, ID","West"
"ID","Clark County",,"West"
"ID","Clearwater County",,"West"
"ID","Custer County",,"West"
"ID","Elmore County","Mountain Home, ID","West"
"ID","Franklin County","Logan, UT-ID","West"
"ID","Fremont County","Rexburg, ID","West"
"ID","Gem County","Boise City, ID","West"
"ID","Gooding County",,"West"
"ID","Idaho County",,"West"
"ID","Jefferson County","Idaho Falls, ID","West"
"ID","Jerome County","Twin Falls, ID","West"
"ID","Kootenai County","Coeur d'Alene, ID","West"
"ID","Latah County","Moscow, ID","West"
"ID","Lemhi County",,"West"
"ID","Lewis County",,"West"
"ID","Lincoln County","Hailey, ID","West"
"ID","Madison County","Rexburg, ID","West"
"ID","Minidoka County","Burley, ID","West"
"ID","Nez Perce County","Lewiston, ID-WA","West"
"ID","Oneida County","Brigham City, UT-ID","West"
"ID","Owyhee County","Boise City, ID","West"
"ID","Payette County","Ontario, OR-ID","West"
"ID","Power County",,"West"
"ID","Shoshone County",,"West"
"ID","Teton County","Jackson, WY-ID","West"
"ID","Twin Falls County","Twin Falls, ID","West"
"ID","Valley County",,"West"
"ID","Washington County",,"West"
"ID","Whitman County",,"West"
"MT","Beaverhead County",,"West"
"MT","Big Horn County",,"West"
"MT","Blaine County",,"West"
"MT","Broadwater County","Helena, MT","West"
"MT","Carbon County","Billings, MT","West"
"MT","Carter County",,"West"
"MT","Cascade County","Great Falls, MT","West"
"MT","Chouteau County",,"West"
"MT","Custer County",,"West"
"MT","Daniels County",,"West"
"MT","Dawson County",,"West"
"MT","Deer Lodge County",,"West"
"MT","Fallon County",,"West"
"MT","Fergus County",,"West"
"MT","Flathead County","Kalispell, MT","West"
"MT","Gallatin County","Bozeman, MT","West"
"MT","Garfield County",,"West"
"MT","Glacier",,"West"
"MT","Glacier County",,"West"
"MT","Golden Valley County",,"West"
"MT","Granite County",,"West"
"MT","Hill County",,"West"
"MT","Jefferson County","Helena, MT","West"
"MT","Judith Basin County",,"West"
"MT","Lake County",,"West"
"MT","Lewis and Clark County","Helena, MT","West"
"MT","Liberty County",,"West"
"MT","Lincoln County",,"West"
"MT","Madison County",,"West"
"MT","McCone County",,"West"
"MT","Meagher County",,"West"
"MT","Mineral County","Missoula, MT","West"
"MT","Missoula",,"West"
"MT","Missoula County","Missoula, MT","West"
"MT","Musselshell County",,"West"
"MT","Park County",,"West"
"MT","Petroleum County",,"West"
"MT","Phillips County",,"West"
"MT","Pondera County",,"West"
"MT","Powder River County",,"West"
"MT","Powell County",,"West"
"MT","Prairie County",,"West"
"MT","Ravalli County",,"West"
"MT","Richland County",,"West"
"MT","Roosevelt County",,"West"
"MT","Rosebud County",,"West"
"MT","Sanders County",,"West"
"MT","Sheridan County",,"West"
"MT","Silver Bow County","Butte-Silver Bow, MT","West"
"MT","Stillwater County","Billings, MT","West"
"MT","Sweet Grass County",,"West"
"MT","Teton County",,"West"
"MT","Toole County",,"West"
"MT","Treasure County",,"West"
"MT","Valley County",,"West"
"MT","Wheatland County",,"West"
"MT","Wibaux County",,"West"
"MT","Yellowstone County","Billings, MT","West"
"NM","Bernalillo County","Albuquerque, NM","West"
"NM","Catron County",,"West"
"NM","Chaves County","Roswell, NM","West"
"NM","Cibola County",,"West"
"NM","Colfax County",,"West"
"NM","Curry County","Clovis, NM","West"
"NM","De Baca County",,"West"
"NM","Doña Ana County","Las Cruces, NM","West"
"NM","Eddy County","Carlsbad-Artesia, NM","West"
"NM","Grant County","Silver City, NM","West"
"NM","Guadalupe County",,"West"
"NM","Harding County",,"West"
"NM","Hidalgo County",,"West"
"NM","Lea County","Hobbs, NM","West"
"NM","Lincoln County","Ruidoso, NM","West"
"NM","Los Alamos",,"West"
"NM","Los Alamos County","Los Alamos, NM","West"
"NM","Luna County","Deming, NM","West"
"NM","McKinley County","Gallup, NM","West"
"NM","Mora County","Las Vegas, NM","West"
"NM","Otero County","Alamogordo, NM","West"
"NM","Quay",,"West"
"NM","Quay County",,"West"
"NM","Rio Arriba County","Española, NM","West"
"NM","Roosevelt County","Clovis, NM","West"
"NM","San Juan County","Farmington, NM","West"
"NM","San Miguel County","Las Vegas, NM","West"
"NM","Sandoval County","Albuquerque, NM","West"
"NM","Santa Fe",,"West"
"NM","Santa Fe County","Santa Fe, NM","West"
"NM","Sierra County",,"West"
"NM","Socorro County",,"West"
"NM","Taos",,"West"
"NM","Taos County","Taos, NM","West"
"NM","Torrance County","Albuquerque, NM","West"
"NM","Union County",,"West"
"NM","Valencia County","Albuquerque, NM","West"
"NV","Churchill County","Fallon, NV","West"
"NV","Clark County","Las Vegas-Henderson-North Las Vegas, NV","West"
"NV","Consolidated Municipality of Carson City",,"West"
"NV","Douglas County","Gardnerville Ranchos, NV-CA","West"
"NV","Elko County","Elko, NV","West"
"NV","Esmeralda County",,"West"
"NV","Eureka County","Elko, NV","West"
"NV","Humboldt County","Winnemucca, NV","West"
"NV","Lander County",,"West"
"NV","Lincoln County",,"West"
"NV","Lyon County","Reno, NV","West"
"NV","Mineral County",,"West"
"NV","Nye County","Pahrump, NV","West"
"NV","Pershing County",,"West"
"NV","Storey County","Reno, NV","West"
"NV","Washoe County","Reno, NV","West"
"NV","White Pine County",,"West"
"OR","Baker County","Baker City, OR","West"
"OR","Benton County","Corvallis, OR","West"
"OR","Clackamas",,"West"
"OR","Clackamas County","Portland-Vancouver-Hillsboro, OR-WA","West"
"OR","Clatsop County","Astoria, OR","West"
"OR","Columbia County","Portland-Vancouver-Hillsboro, OR-WA","West"
"OR","Coos County","Coos Bay-North Bend, OR","West"
"OR","Crook County","Bend, OR","West"
"OR","Curry County","Brookings, OR","West"
"OR","Deschutes County","Bend, OR","West"
"OR","Douglas County","Roseburg, OR","West"
"OR","Gilliam County",,"West"
"OR","Grant County",,"West"
"OR","Harney County",,"West"
"OR","Hood River County","Hood River, OR","West"
"OR","Jackson County","Medford, OR","West"
"OR","Jefferson County","Bend, OR","West"
"OR","Josephine County","Grants Pass, OR","West"
"OR","Klamath County","Klamath Falls, OR","West"
"OR","Lake County",,"West"
"OR","Lane County","Eugene-Springfield, OR","West"
"OR","Lincoln County","Newport, OR","West"
"OR","Linn County","Albany, OR","West"
"OR","Malheur County","Ontario, OR-ID","West"
"OR","Marion County","Salem, OR","West"
"OR","Morrow County","Hermiston-Pendleton, OR","West"
"OR","Multnomah County","Portland-Vancouver-Hillsboro, OR-WA","West"
"OR","Polk County","Salem, OR","West"
"OR","Sherman County",,"West"
"OR","Tillamook County",,"West"
"OR","Umatilla County","Hermiston-Pendleton, OR","West"
"OR","Union County","La Grande, OR","West"
"OR","Wallowa County",,"West"
"OR","Wasco County","The Dalles, OR","West"
"OR","Washington County","Portland-Vancouver-Hillsboro, OR-WA","West"
"OR","Wheeler County",,"West"
"OR","Yamhill County","Portland-Vancouver-Hillsboro, OR-WA","West"
"UT","Beaver County",,"West"
"UT","Box Elder County","Brigham City, UT-ID","West"
"UT","Cache County","Logan, UT-ID","West"
"UT","Carbon County","Price, UT","West"
"UT","Daggett County",,"West"
"UT","Davis County","Ogden, UT","West"
"UT","Duchesne County",,"West"
"UT","Emery County",,"West"
"UT","Garfield County",,"West"
"UT","Grand County",,"West"
"UT","Iron County","Cedar City, UT","West"
"UT","Juab County","Provo-Orem-Lehi, UT","West"
"UT","Kane County",,"West"
"UT","Millard County",,"West"
"UT","Morgan County","Ogden, UT","West"
"UT","Piute County",,"West"
"UT","Rich County","Evanston, WY-UT","West"
"UT","Salt Lake",,"West"
"UT","Salt Lake County","Salt Lake City-Murray, UT","West"
"UT","San Juan County",,"West"
"UT","Sanpete County",,"West"
"UT","Sevier County",,"West"
"UT","Summit County","Heber, UT","West"
"UT","Tooele County","Salt Lake City-Murray, UT","West"
"UT","Uintah County","Vernal, UT","West"
"UT","Utah County","Provo-Orem-Lehi, UT","West"
"UT","Wasatch County","Heber, UT","West"
"UT","Washington County","St. George, UT","West"
"UT","Wayne County",,"West"
"UT","Weber County","Ogden, UT","West"
"WA","Adams County","Othello, WA","West"
"WA","Asotin County","Lewiston, ID-WA","West"
"WA","Benton County","Kennewick-Richland, WA","West"
"WA","Chelan County","Wenatchee-East Wenatchee, WA","West"
"WA","Clallam",,"West"
"WA","Clallam County","Port Angeles, WA","West"
"WA","Clark County","Portland-Vancouver-Hillsboro, OR-WA","West"
"WA","Columbia County",,"West"
"WA","Cowlitz County","Longview-Kelso, WA","West"
"WA","Douglas County","Wenatchee-East Wenatchee, WA","West"
"WA","Ferry County",,"West"
"WA","Franklin County","Kennewick-Richland, WA","West"
"WA","Garfield County",,"West"
"WA","Grant County","Moses Lake, WA","West"
"WA","Grays Harbor County","Aberdeen, WA","West"
"WA","Island",,"West"
"WA","Island County","Oak Harbor, WA","West"
"WA","Jefferson County","Port Townsend, WA","West"
"WA","King",,"West"
"WA","King County","Seattle-Tacoma-Bellevue, WA","West"
"WA","Kitsap",,"West"
"WA","Kitsap County","Bremerton-Silverdale-Port Orchard, WA","West"
"WA","Kittitas County","Ellensburg, WA","West"
"WA","Klickitat",,"West"
"WA","Klickitat County",,"West"
"WA","Lewis County","Centralia, WA","West"
"WA","Lincoln County",,"West"
"WA","Mason County","Shelton, WA","West"
"WA","Okanogan County",,"West"
"WA","Pacific County",,"West"
"WA","Pend Oreille County",,"West"
"WA","Pierce County","Seattle-Tacoma-Bellevue, WA","West"
"WA","San Juan County",,"West"
"WA","Skagit County","Mount Vernon-Anacortes, WA","West"
"WA","Skamania County","Portland-Vancouver-Hillsboro, OR-WA","West"
"WA","Snohomish County","Seattle-Tacoma-Bellevue, WA","West"
"WA","Spokane",,"West"
"WA","Spokane County","Spokane-Spokane Valley, WA","West"
"WA","Stevens County","Spokane-Spokane Valley, WA","West"
"WA","Thurston County","Olympia-Lacey-Tumwater, WA","West"
"WA","Wahkiakum County",,"West"
"WA","Walla Walla County","Walla Walla, WA","West"
"WA","Whatcom County","Bellingham, WA","West"
"WA","Whitman County","Pullman, WA","West"
"WA","Yakima County","Yakima, WA","West"
"WY","Albany County","Laramie, WY","West"
"WY","Big Horn County",,"West"
"WY","Campbell County","Gillette, WY","West"
"WY","Carbon County",,"West"
"WY","Converse County",,"West"
"WY","Crook County",,"West"
"WY","Fremont County","Riverton, WY","West"
"WY","Goshen County",,"West"
"WY","Hot Springs County",,"West"
"WY","Johnson County",,"West"
"WY","Laramie County","Cheyenne, WY","West"
"WY","Lincoln County",,"West"
"WY","Natrona County","Casper, WY","West"
"WY","Niobrara County",,"West"
"WY","Park County","Cody, WY","West"
"WY","Platte County",,"West"
"WY","Sheridan",,"West"
"WY","Sheridan County","Sheridan, WY","West"
"WY","Sublette County",,"West"
"WY","Sweetwater County","Rock Springs, WY","West"
"WY","Teton County","Jackson, WY-ID","West"
"WY","Uinta County","Evanston, WY-UT","West"
"WY","Washakie County",,"West"
"WY","Weston County",,"West"
"AS","East",,
"AS","Manu'a",,
"AS","West",,
"GU",,,
"MP","Rota",,
"MP","Saipan",,
"MP","Tinian",,
"PR","Adjuntas",,
"PR","Aguada",,
"PR","Aguadilla",,
"PR","Aguas Buenas",,
"PR","Aibonito",,
"PR","Arecibo",,
"PR","Arroyo",,
"PR","Añasco",,
"PR","Barceloneta",,
"PR","Barranquitas",,
"PR","Barranquitas Municipio","San Juan-Bayamón-Caguas, PR",
"PR","Bayamón",,
"PR","Cabo Rojo",,
"PR","Caguas",,
"PR","Camuy",,
"PR","Canóvanas",,
"PR","Canóvanas Municipio","San Juan-Bayamón-Caguas, PR",
"PR","Carolina",,
"PR","Cataño",,
"PR","Cayey",,
"PR","Ceiba",,
"PR","Ciales",,
"PR","Ciales Municipio","San Juan-Bayamón-Caguas, PR",
"PR","Cidra",,
"PR","Coamo",,
"PR","Comerío",,
"PR","Corozal",,
"PR","Culebra",,
"PR","Dorado",,
"PR","Fajardo",,
"PR","Florida",,
"PR","Guayama",,
"PR","Guayanilla",,
"PR","Guaynabo",,
"PR","Gurabo",,
"PR","Guánica",,
"PR","Hatillo",,
"PR","Hormigueros",,
"PR","Humacao",,
"PR","Isabela",,
"PR","Jayuya",,
"PR","Juana Díaz",,
"PR","Juncos",,
"PR","Lajas",,
"PR","Lares",,
"PR","Las Marías",,
"PR","Las Piedras",,
"PR","Loíza",,
"PR","Luquillo",,
"PR","Manatí",,
"PR","Maricao",,
"PR","Maunabo",,
"PR","Mayagüez",,
"PR","Moca",,
"PR","Morovis",,
"PR","Naguabo",,
"PR","Naranjito",,
"PR","Orocovis",,
"PR","Patillas",,
"PR","Peñuelas",,
"PR","Ponce",,
"PR","Quebradillas",,
"PR","Rincón",,
"PR","Río Grande",,
"PR","Sabana Grande",,
"PR","Salinas",,
"PR","San Germán",,
"PR","San Juan",,
"PR","San Juan Municipio","San Juan-Bayamón-Caguas, PR",
"PR","San Lorenzo",,
"PR","San Sebastián",,
"PR","Santa Isabel",,
"PR","Toa Alta",,
"PR","Toa Baja",,
"PR","Trujillo Alto",,
"PR","Utuado",,
"PR","Vega Alta",,
"PR","Vega Baja",,
"PR","Vieques",,
"PR","Villalba",,
"PR","Yabucoa",,
"PR","Yauco",,
"VI","Saint Thomas Island",,
"VI","St Croix",,
"VI","St John",,
"VI","St Thomas",,
"VI","St. Croix",,
"VI","St. Croix Island",,
"VI","St. John Island",,
"VI","St. Thomas",,
"VI","St. Thomas Island",,
